Simulation of solar system over 1 years, with 1000 iterations, using verlet´s method.
Time 	sun	 	earth	 	
0,	0,0,0,	0.99998,3.24328,0
0.001,	0,0,0,	0.99996,6.48656,0
0.002,	0,0,0,	0.999939,9.72983,0
0.003,	0,0,0,	0.999918,12.9731,0
0.004,	0,0,0,	0.999897,16.2164,0
0.005,	0,0,0,	0.999876,19.4597,0
0.006,	0,0,0,	0.999855,22.7029,0
0.007,	0,0,0,	0.999834,25.9462,0
0.008,	0,0,0,	0.999813,29.1895,0
0.009,	0,0,0,	0.999792,32.4328,0
0.01,	0,0,0,	0.999771,35.676,0
0.011,	0,0,0,	0.99975,38.9193,0
0.012,	0,0,0,	0.999729,42.1626,0
0.013,	0,0,0,	0.999708,45.4059,0
0.014,	0,0,0,	0.999687,48.6491,0
0.015,	0,0,0,	0.999666,51.8924,0
0.016,	0,0,0,	0.999645,55.1357,0
0.017,	0,0,0,	0.999624,58.379,0
0.018,	0,0,0,	0.999603,61.6222,0
0.019,	0,0,0,	0.999582,64.8655,0
0.02,	0,0,0,	0.999561,68.1088,0
0.021,	0,0,0,	0.99954,71.3521,0
0.022,	0,0,0,	0.999519,74.5953,0
0.023,	0,0,0,	0.999498,77.8386,0
0.024,	0,0,0,	0.999477,81.0819,0
0.025,	0,0,0,	0.999456,84.3252,0
0.026,	0,0,0,	0.999435,87.5684,0
0.027,	0,0,0,	0.999414,90.8117,0
0.028,	0,0,0,	0.999393,94.055,0
0.029,	0,0,0,	0.999372,97.2983,0
0.03,	0,0,0,	0.999351,100.542,0
0.031,	0,0,0,	0.99933,103.785,0
0.032,	0,0,0,	0.999309,107.028,0
0.033,	0,0,0,	0.999289,110.271,0
0.034,	0,0,0,	0.999268,113.515,0
0.035,	0,0,0,	0.999247,116.758,0
0.036,	0,0,0,	0.999226,120.001,0
0.037,	0,0,0,	0.999205,123.244,0
0.038,	0,0,0,	0.999184,126.488,0
0.039,	0,0,0,	0.999163,129.731,0
0.04,	0,0,0,	0.999142,132.974,0
0.041,	0,0,0,	0.999121,136.218,0
0.042,	0,0,0,	0.9991,139.461,0
0.043,	0,0,0,	0.999079,142.704,0
0.044,	0,0,0,	0.999058,145.947,0
0.045,	0,0,0,	0.999037,149.191,0
0.046,	0,0,0,	0.999016,152.434,0
0.047,	0,0,0,	0.998995,155.677,0
0.048,	0,0,0,	0.998974,158.92,0
0.049,	0,0,0,	0.998953,162.164,0
0.05,	0,0,0,	0.998932,165.407,0
0.051,	0,0,0,	0.998911,168.65,0
0.052,	0,0,0,	0.99889,171.894,0
0.053,	0,0,0,	0.998869,175.137,0
0.054,	0,0,0,	0.998848,178.38,0
0.055,	0,0,0,	0.998827,181.623,0
0.056,	0,0,0,	0.998806,184.867,0
0.057,	0,0,0,	0.998785,188.11,0
0.058,	0,0,0,	0.998764,191.353,0
0.059,	0,0,0,	0.998743,194.597,0
0.06,	0,0,0,	0.998722,197.84,0
0.061,	0,0,0,	0.998701,201.083,0
0.062,	0,0,0,	0.99868,204.326,0
